Wall time,Step,Value
1755169780.9473498,244,0.0033484715968370438
1755169852.858974,465,0.005336483009159565
1755169882.5688715,556,0.058624375611543655
1755169915.8900256,658,0.12195698171854019
1755169963.4363236,804,0.07016701996326447
1755170035.7383351,1026,0.18211206793785095
1755170070.1585562,1132,0.039132364094257355
1755170176.2441044,1458,0.037735048681497574
1755170193.192245,1510,0.07942306995391846
1755170333.1554713,1940,0.3407575488090515
1755170339.6604378,1960,0.06418044120073318
1755170649.4005463,2503,0.4381776452064514
1755170727.6645522,2693,0.36190369725227356
1755170737.6217787,2717,0.17410343885421753
1755170889.2291703,3083,0.029164839535951614
1755170954.6095266,3241,0.06814087182283401
1755170964.5142114,3265,0.043110694736242294
1755171088.3716154,3566,0.12225626409053802
1755171316.658867,4121,0.04800405353307724
1755171341.2545094,4181,0.037811197340488434
1755171498.9517558,4564,0.14094524085521698
1755171824.1019819,5090,0.0970304012298584
1755171863.9782495,5187,0.06130103021860123
1755171894.9151723,5262,0.05797557160258293
1755171908.4704592,5295,0.030689775943756104
1755171936.3950863,5362,0.02513076551258564
1755171974.4407973,5454,0.18340475857257843
1755172062.424532,5667,0.03483489900827408
1755172130.75727,5832,0.03972037881612778
1755172144.7519965,5866,0.11124788969755173
1755172192.004829,5981,0.046279650181531906
1755172198.533871,5997,0.14912667870521545
1755172221.6788702,6053,0.09816230088472366
1755172315.3332863,6279,0.09838509559631348
1755172338.0406635,6334,0.054531730711460114
1755172434.8668208,6569,0.03417307883501053
1755172501.2015479,6730,0.5796401500701904
1755172550.5982816,6850,0.10497058928012848
1755172608.6641543,6991,0.022567491978406906
1755172902.3793185,7436,0.08456531912088394
1755172913.9859724,7464,0.1639646589756012
1755172988.3204033,7644,0.05154769495129585
1755173023.8465283,7730,0.03687584027647972
1755173129.7083323,7986,0.03649388998746872
1755173255.8745017,8291,0.05023684725165367
1755173362.2443538,8548,0.20476901531219482
1755173364.713075,8554,0.01542569138109684
1755173391.139075,8618,0.10340769588947296
1755173408.0950336,8659,0.11386421322822571
1755173422.4883804,8694,0.03806702792644501
1755173446.2908816,8752,0.049246761947870255
1755173456.1523988,8776,0.05892707780003548
1755173611.6928194,9152,0.3941529095172882
1755173652.8784628,9252,0.07240426540374756
1755173669.43209,9291,0.03715454787015915
1755173684.2611773,9327,0.03054441511631012
1755173697.3945475,9359,0.06367094814777374
1755173843.517148,9712,0.07577642798423767
1755173860.353917,9753,0.17164304852485657
1755173894.7947228,9837,0.25714823603630066
1755174027.0249047,9894,0.110182985663414
1755174036.5911736,9917,0.3255975544452667
1755174049.9049873,9949,0.07536018639802933
1755174062.2843804,9979,0.22744274139404297
1755174096.9982383,10063,0.3199285566806793
1755174120.931899,10121,0.0984133780002594
1755174149.659073,10191,0.050527699291706085
1755174254.5502198,10445,0.07874821126461029
1755174285.0510914,10518,0.04696717485785484
1755174337.3357003,10645,0.2616370618343353
1755174362.758922,10707,0.10629886388778687
1755174493.1579669,11023,0.10159322619438171
1755174532.2112596,11118,0.07603186368942261
1755174821.3468516,11819,0.1947895586490631
1755174841.2073884,11867,0.3340606093406677
1755174907.2048,12027,0.043275587260723114
1755174927.4120204,12076,0.019228138029575348
1755175151.877336,12354,0.07367029041051865
1755175170.1272197,12398,0.12498694658279419
1755175202.1626153,12476,0.0974772647023201
1755175379.3013802,12905,0.1138293445110321
1755175544.008469,13304,0.09310804307460785
1755175578.843348,13388,0.12930849194526672
1755175634.2599726,13522,0.4707813262939453
1755175645.748116,13550,0.06603003293275833
1755175683.7757158,13642,0.0717775896191597
1755175685.8253272,13647,0.14357627928256989
1755175749.6014044,13802,0.1207621768116951
1755175769.1707737,13849,0.24785256385803223
1755175819.4650466,13971,0.043567292392253876
1755175850.5611944,14046,0.05617199465632439
1755175909.0385013,14188,0.09196580946445465
1755175940.7435398,14265,0.1734016239643097
1755176096.981663,14645,0.05453475937247276
1755176138.324172,14745,0.2973628342151642
1755176289.7431855,14851,0.040364574640989304
1755176295.1288025,14864,0.1551762819290161
1755176378.0502403,15065,0.040988627821207047
1755176380.126479,15070,0.0837562158703804
1755176504.0625947,15371,0.2946215867996216
1755176602.8950415,15610,0.18811988830566406
1755176863.2661102,16241,0.09854932874441147
1755176925.4956818,16392,0.1864861696958542
1755177107.115221,16834,0.39526888728141785
1755177120.2184324,16866,0.07662206888198853
1755177127.089081,16883,0.1813019961118698
1755177136.8828702,16907,0.04413958638906479
1755177153.5448303,16947,0.08839815855026245
1755177746.3768103,18121,0.0627405196428299
1755177749.6978734,18129,0.09203684329986572
1755177752.9949713,18137,0.05904507264494896
1755177863.8534496,18405,0.25494521856307983
1755177895.4033267,18481,0.02680146135389805
1755178010.7962875,18759,0.22338034212589264
1755178013.2492065,18765,0.03516189754009247
1755178025.7784543,18795,0.09292332828044891
1755178155.4933367,19109,0.1896391659975052
1755178196.5633793,19209,0.2001911699771881
1755178242.261923,19319,0.035985078662633896
1755178266.0314128,19377,0.1517770141363144
1755178317.5069063,19501,0.1391647756099701
1755178336.2683167,19546,0.22733260691165924
1755178365.4420402,19617,0.08168552815914154
1755178566.8296716,19841,0.31304728984832764
1755178632.1351595,19999,0.17535936832427979
1755178887.7640307,20618,0.07466024905443192
1755178899.328759,20646,0.06565572321414948
1755178979.822794,20841,0.03772372007369995
1755179032.2281473,20968,0.2502167522907257
1755179060.3494713,21036,0.3468053638935089
1755179066.9448843,21052,0.3408823013305664
1755179098.4389825,21129,0.023759452626109123
1755179155.2917607,21267,0.11256483197212219
1755179173.449659,21311,0.04105903208255768
1755179323.8761973,21676,0.037521205842494965
1755179483.4997287,22063,0.08654668927192688
1755179631.8264027,22162,0.030530523508787155
1755179854.6297472,22702,0.054214466363191605
1755180006.9132519,23071,0.07453026622533798
1755180021.3625798,23106,0.022013816982507706
1755180145.109619,23406,0.17061451077461243
1755180183.84271,23500,0.04153124988079071
1755180545.0365214,24378,0.036406971514225006
1755180582.407044,24469,0.25328516960144043
1755180794.1147034,24718,0.22438302636146545
1755180810.5437016,24758,0.25061899423599243
1755180839.4776547,24828,0.11733658611774445
1755180884.8815908,24938,0.06885872036218643
1755180906.7622278,24991,0.015328695997595787
1755180957.4123116,25112,0.019614139571785927
1755181095.1877382,25444,0.2780461013317108
1755181179.8234315,25649,0.028205174952745438
1755181295.33066,25929,0.07624400407075882
1755181479.6642716,26377,0.1427372246980667
1755181590.3243852,26646,0.029781604185700417
1755181609.6644568,26693,0.05299956351518631
1755181660.1984012,26816,0.04695802927017212
1755181741.8054712,27014,0.02681615948677063
1755181747.993656,27029,0.11370882391929626
1755181886.4754987,27104,0.07971934974193573
1755181970.7489247,27308,0.07894472777843475
1755182169.9224586,27792,0.08382785320281982
1755182186.8096523,27833,0.1346496045589447
1755182211.903514,27894,0.09755707532167435
1755182257.8465405,28006,0.06426529586315155
1755182297.3865364,28102,0.09221912175416946
1755182582.6698515,28794,0.5219233632087708
1755182655.769002,28972,0.2450440675020218
1755182660.7956116,28984,0.03850967809557915
1755182795.0083175,29310,0.02303437888622284
1755182869.2049246,29490,0.08226976543664932
1755183007.0859628,29565,0.21115267276763916
1755183029.6903987,29620,0.08463091403245926
1755183036.2070434,29636,0.038765549659729004
1755183052.9168248,29677,0.11055690050125122
1755183116.551786,29831,0.08615677803754807
1755183134.37986,29874,0.0663028284907341
1755183209.1145456,30055,0.09507055580615997
1755183219.529506,30080,0.042747724801301956
1755183310.3005478,30300,0.042275816202163696
1755183476.8217828,30703,0.047760821878910065
1755183565.5988472,30919,0.1528872400522232
1755183582.1139467,30959,0.43087008595466614
1755183585.3887618,30967,0.571014404296875
1755183753.6739786,31376,0.03466937690973282
1755183767.7550197,31410,0.11163875460624695
1755183870.7116644,31660,0.04892345517873764
1755183977.1658905,31918,0.0526481568813324
1755183991.6082294,31953,0.024998316541314125
1755184001.0998738,31976,0.1452721357345581
1755184124.3467898,32014,0.195318341255188
1755184453.0879517,32811,0.012461709789931774
1755184458.417897,32824,0.1896786093711853
1755184646.494728,33279,0.19683802127838135
1755184699.9089053,33408,0.04453032463788986
1755184820.736201,33701,0.2354235202074051
1755184863.058212,33803,0.04934509098529816
1755184888.0288172,33864,0.07494477182626724
1755185136.022141,34464,0.14325165748596191
1755185444.8080368,34951,0.12316171079874039
1755185451.4194355,34967,0.03190728276968002
1755185522.9755635,35140,0.15899111330509186
1755185554.812714,35217,0.11672744154930115
1755185662.2853885,35477,0.08003757894039154
1755185692.6539795,35551,0.040618788450956345
1755185755.6845257,35704,0.1545654535293579
1755185841.9646044,35913,0.11114800721406937
1755185856.3543808,35948,0.12350192666053772
1755186084.2055733,36501,0.2536810040473938
1755186163.802355,36694,0.08645449578762054
1755186244.885981,36891,0.05210738629102707
1755186249.810124,36903,0.13595911860466003
1755186395.5294392,36996,0.09580814093351364
1755186423.83977,37065,0.05646353214979172
1755186429.6178875,37079,0.06169429421424866
1755186445.0165455,37116,0.06116904318332672
1755186472.204023,37182,0.08192983269691467
1755186675.34085,37674,0.2517976760864258
1755186706.2735765,37749,0.1805386245250702
1755186784.1907926,37937,0.11683914065361023
1755186969.5470989,38386,0.09171997010707855
1755186969.9615839,38387,0.11131921410560608
1755186978.5457041,38408,0.34631168842315674
1755187011.2773259,38487,0.04450922831892967
1755187141.985668,38805,0.09285768866539001
1755187156.0279849,38839,0.15306417644023895
1755187232.6774418,39025,0.03252757713198662
1755187573.027134,39588,0.0801408439874649
1755187624.2104654,39712,0.26197507977485657
1755187788.9324074,40110,0.11285113543272018
1755187840.8352733,40236,0.11398501694202423
1755187846.1701903,40249,0.2061232328414917
1755187880.4774592,40332,0.30523043870925903
1755187915.0036135,40416,0.13897323608398438
1755187966.0822215,40540,0.07782913744449615
1755187997.92729,40617,0.4088321030139923
1755188132.042827,40942,0.2241307646036148
1755188186.0317013,41073,0.05467948317527771
1755188309.9770374,41374,0.3107459545135498
1755188351.0363452,41473,0.07171200960874557
1755188377.0884185,41536,0.030514318495988846
1755188379.1207821,41541,0.06721246987581253
1755188662.473279,41968,0.0779210552573204
1755188680.6503484,42012,0.09359651803970337
1755188729.7697232,42131,0.01778595894575119
1755188866.2685635,42461,0.26900315284729004
1755188896.9385002,42535,0.10049236565828323
1755189028.6480768,42855,0.17315548658370972
1755189068.4298384,42951,0.05907334387302399
1755189145.54218,43138,0.11480097472667694
1755189183.8951478,43231,0.1347154825925827
1755189210.4730732,43296,0.05803857743740082
1755189408.1695285,43777,0.28538084030151367
1755189604.948209,44255,0.17051240801811218
1755189616.3946838,44283,0.17032518982887268
1755189751.534371,44349,0.25101861357688904
1755189798.2927916,44463,0.20896190404891968
1755189822.6262078,44522,0.08602997660636902
1755189900.4478445,44711,0.17445649206638336
1755189905.8044631,44724,0.25416430830955505
1755189908.2478225,44730,0.1734786331653595
1755189920.8926437,44761,0.10032352805137634
1755190009.383068,44976,0.0499701052904129
1755190634.606936,46492,0.0518023781478405
1755190905.6234434,46890,0.05190916359424591
1755190977.6666553,47063,0.06332240998744965
1755190979.3029082,47067,0.0834658294916153
1755190985.881562,47083,0.09459573775529861
1755190997.813014,47112,0.06607989221811295
1755191024.9030862,47178,0.06871265172958374
1755191076.751506,47304,0.04695660248398781
1755191208.7598155,47625,0.3509882986545563
1755191363.2522335,47999,0.5403479933738708
1755191441.55581,48189,0.17793342471122742
1755191465.4377732,48247,0.10472710430622101
1755191522.2957478,48385,0.2838786244392395
1755191573.7466998,48510,0.3024602234363556
1755191625.290974,48635,0.05866679921746254
1755191659.01133,48717,0.10506231337785721
1755191843.9756992,49165,0.05073535814881325
1755192013.6651304,49314,0.04740210250020027
1755192083.2248857,49483,0.0978994071483612
1755192194.290957,49752,0.0502614825963974
1755192404.1439135,50261,0.08175724744796753
1755192560.2935078,50639,0.2978436052799225
1755192583.9566104,50697,0.2238113284111023
1755193144.2102807,51797,0.13914966583251953
1755193198.878999,51930,0.03991653025150299
1755193201.34902,51936,0.1492917239665985
1755193215.931837,51971,0.09477414190769196
1755193233.2553828,52013,0.05861040577292442
1755193322.4759407,52229,0.17045041918754578
1755193336.3976276,52263,0.10063665360212326
1755193373.1053655,52352,0.06773100793361664
